package,version,ecosystem,package_manager,license,license_family,dependency_scope,direct_or_transitive,is_dev_dependency,project_type,distribution_model,usage,linking_type,network_exposed,commercial_use,attribution_notice,license_text,source_modified,redistribution,license_confidence,risk,reason
node-package-low-118,0.10.29,node,npm,BSD-3-Clause,Permissive,runtime,transitive,yes,desktop application,hosted,SDK integration,unknown,yes,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-119,4.0.28,rust,cargo,BSD-2-Clause,Permissive,runtime,direct,no,AI inference platform,hosted,workflow engine,unknown,no,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-120,0.7.13,python,pip,BSD-3-Clause,Permissive,optional,direct,yes,cybersecurity monitoring tool,internal-only,workflow engine,dynamic,yes,yes,preserved,included,possible,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-121,2.13.0,node,npm,Apache-2.0,Permissive,test,direct,no,embedded firmware,internal-only,model serving framework,dynamic,yes,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-122,4.16.17,go,go-mod,CC0-1.0,Public Domain,runtime,transitive,no,commercial closed-source software,internal-only,utility package,service,no,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-123,2.7.23,python,pip,BSD-3-Clause,Permissive,runtime,transitive,yes,commercial closed-source software,distributed,workflow engine,service,yes,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-124,5.5.25,rust,cargo,BSD-2-Clause,Permissive,build,direct,no,commercial closed-source software,distributed,plugin framework,dynamic,no,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-125,3.17.15,go,go-mod,BSD-3-Clause,Permissive,test,direct,yes,healthcare portal,distributed,messaging framework,dynamic,yes,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-126,3.12.23,java,maven,MIT,Permissive,optional,transitive,no,embedded firmware,distributed,automation library,unknown,no,yes,preserved,included,possible,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-127,0.13.19,rust,cargo,MIT,Permissive,build,transitive,no,mobile application,hosted,API service,service,no,yes,preserved,included,no,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-128,1.14.11,rust,cargo,Unlicense,Public Domain,optional,direct,no,online education platform,distributed,model serving framework,dynamic,no,yes,preserved,included,possible,possible,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-129,4.5.30,java,maven,BSD-2-Clause,Permissive,runtime,direct,no,commercial closed-source software,hosted,backend framework,static,yes,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-130,0.19.4,go,go-mod,BSD-2-Clause,Permissive,optional,transitive,no,financial reporting system,hosted,data processing module,static,yes,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-131,1.3.0,java,maven,BSD-3-Clause,Permissive,build,transitive,no,mobile application,distributed,embedded library,service,yes,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-132,5.15.6,java,maven,CC0-1.0,Public Domain,runtime,direct,yes,financial reporting system,hosted,visualization library,unknown,no,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-133,5.2.17,java,maven,Unlicense,Public Domain,test,transitive,yes,embedded firmware,distributed,workflow engine,static,no,yes,preserved,included,no,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-134,0.11.17,rust,cargo,Apache-2.0,Permissive,test,transitive,yes,enterprise analytics platform,hosted,SDK integration,unknown,yes,yes,preserved,included,possible,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-135,3.18.2,rust,cargo,CC0-1.0,Public Domain,build,transitive,yes,financial reporting system,distributed,model serving framework,service,no,yes,preserved,included,possible,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-136,1.13.16,node,npm,CC0-1.0,Public Domain,runtime,direct,yes,healthcare portal,hosted,shared library,service,yes,yes,preserved,included,no,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-137,0.8.6,java,maven,CC0-1.0,Public Domain,test,direct,no,enterprise analytics platform,internal-only,model serving framework,static,yes,yes,preserved,included,possible,no,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-138,5.19.10,go,go-mod,Apache-2.0,Permissive,runtime,direct,yes,commercial closed-source software,internal-only,embedded library,service,yes,yes,preserved,included,no,possible,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-139,5.0.15,go,go-mod,BSD-2-Clause,Permissive,test,transitive,no,cloud CRM platform,internal-only,utility package,service,no,yes,preserved,included,no,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
node-package-low-140,3.13.15,node,npm,MIT,Permissive,optional,direct,no,desktop application,distributed,messaging framework,service,yes,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-141,4.17.3,java,maven,Apache-2.0,Permissive,test,direct,no,mobile application,distributed,frontend component,static,no,yes,preserved,included,no,no,high,Low,Apache-2.0 is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-142,4.13.7,rust,cargo,BSD-3-Clause,Permissive,build,transitive,no,AI inference platform,hosted,frontend component,unknown,no,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-143,3.16.14,python,pip,MIT,Permissive,build,direct,no,commercial closed-source software,hosted,SDK integration,unknown,yes,yes,preserved,included,possible,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-144,4.0.27,java,maven,BSD-2-Clause,Permissive,runtime,transitive,yes,banking middleware,internal-only,API service,unknown,no,yes,preserved,included,no,no,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-145,4.6.11,go,go-mod,MIT,Permissive,test,direct,no,financial reporting system,internal-only,SDK integration,dynamic,no,yes,preserved,included,no,no,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-146,4.11.24,java,maven,BSD-3-Clause,Permissive,build,direct,no,commercial closed-source software,hosted,core library,static,yes,yes,preserved,included,no,no,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
rust-package-low-147,1.19.28,rust,cargo,CC0-1.0,Public Domain,build,transitive,no,embedded firmware,distributed,data processing module,service,yes,yes,preserved,included,no,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-148,3.18.9,go,go-mod,CC0-1.0,Public Domain,optional,direct,no,DevOps automation platform,internal-only,backend framework,unknown,yes,yes,preserved,included,no,possible,high,Low,CC0-1.0 is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-149,4.15.8,python,pip,Unlicense,Public Domain,build,direct,no,embedded firmware,internal-only,model serving framework,unknown,no,yes,preserved,included,possible,no,high,Low,Unlicense is low risk because obligations are satisfied and required notices or license text are preserved.
go-package-low-150,5.3.6,go,go-mod,MIT,Permissive,runtime,transitive,no,online education platform,hosted,utility package,static,no,yes,preserved,included,possible,possible,high,Low,MIT is low risk because obligations are satisfied and required notices or license text are preserved.
python-package-low-151,5.4.16,python,pip,BSD-2-Clause,Permissive,build,transitive,no,industrial IoT platform,distributed,shared library,unknown,yes,yes,preserved,included,no,possible,high,Low,BSD-2-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
java-package-low-152,4.15.6,java,maven,BSD-3-Clause,Permissive,build,transitive,no,cloud CRM platform,distributed,embedded library,service,yes,yes,preserved,included,no,possible,high,Low,BSD-3-Clause is low risk because obligations are satisfied and required notices or license text are preserved.
